“úŽž,EHPK-1,EHPK-2,GHEX-1,GHEX-2,GHEX-3,GHEX-4,EHP1-1,EHP1-2,EHP1-3,EHP2-3,EHP2-4,EHP3-1,EHP3-2,EHP3-3,EHP3-4,EHP4-1,EHP4-3,EHP4-5,EHP4-6
2018/6/26,24.77777778,25,24.6175,24.6175,24.6175,24.6175,23.4,25.47916667,25.75,25.16666667,25.82291667,24,23.4,20,20,26.27777778,26.08333333,26.08333333,26
2018/6/27,24.72916667,25,24.6475463,24.6475463,24.6475463,24.6475463,23.93333333,25.57291667,25.84375,25.14583333,26.16666667,24,23.6,20,20,26.125,26,26.45833333,25.75
2018/6/28,24.86805556,25,24.75361111,24.75361111,24.75361111,24.75361111,24.2,25.52083333,26.17708333,25.5,25.80208333,24,23.9,20,20,26.48611111,26,27,25.66666667
2018/6/29,24.98611111,25,24.74409722,24.74409722,24.74409722,24.74409722,24.525,25.58333333,26.15625,25.5,25.47916667,24,24,20,20,26.43055556,26.58333333,27,25.45833333
2018/6/30,25,25,24.81064815,24.81064815,24.81064815,24.81064815,24.8,25.55208333,25.90625,25.5,25.25,24,24,20,20,26.15277778,27.5,27,26.16666667
2018/7/1,25,25,24.79701389,24.79701389,24.79701389,24.79701389,24.8,25.64583333,25.83333333,25.5,25.34375,24,24,20,20,26,27.125,26.83333333,26
2018/7/2,24.80555556,25,24.69826389,24.69826389,24.69826389,24.69826389,23.75,25.89583333,26.07291667,25.5,25.77083333,24,24,20,20,26.31944444,26.5,26.75,25.91666667
2018/7/3,24.68055556,25,24.7249537,24.7249537,24.7249537,24.7249537,22.4,25.76041667,26.63541667,25.5,26,24,24.54166667,20,20,26.02777778,26.4375,27,25.58333333
2018/7/4,24.8125,25,24.73887731,24.73887731,24.73887731,24.73887731,22.4,25.53125,26.60416667,25.5,25.89583333,24.18055556,24.51666667,20,20,25.86111111,26.375,27,25.95833333
2018/7/5,24.97222222,25,24.74077546,24.74077546,24.74077546,24.74077546,22.4,25.33333333,26.33333333,25.5,25.75,24.33333333,24.325,20,20,26.44444444,26,27,25.58333333
2018/7/6,25.08333333,25,24.80041667,24.80041667,24.80041667,24.80041667,23.925,25.30208333,26.16666667,25.5,25.71875,24.33333333,24.44166667,20,20,26.16666667,26,27,25.70833333
2018/7/7,25.16666667,25,24.76856481,24.76856481,24.76856481,24.76856481,24.76666667,25.375,26.0625,25.5,26,24.33333333,24.33333333,20,20,26.125,26,27,26.08333333
2018/7/8,25.16666667,25,24.74286478,24.74286478,24.74286478,24.74286478,24.81666667,25.59375,26.26041667,25.5,25.32291667,24.33333333,24.2,20,20,26,26,26.70833333,25.75
2018/7/9,24.79166667,25,24.72857639,24.72857639,24.72857639,24.72857639,23.3,25.38541667,26.42708333,25.5,25.22916667,24.51388889,24.25833333,20,20,26.06944444,26,26.5,26.04166667
2018/7/10,24.91666667,25,24.6778125,24.6778125,24.6778125,24.6778125,21.8,25.19791667,25.60416667,25.79166667,25.35416667,24.66666667,24.11666667,20,20,26.04166667,26.25,26.5,25.95833333
2018/7/11,25.04166667,25,24.7034838,24.7034838,24.7034838,24.7034838,23.2,25.07291667,25.17708333,26,25.26041667,24.66666667,24,20,20,26.09722222,26.39583333,26.5,25.70833333
2018/7/12,25.01388889,25,24.77949074,24.77949074,24.77949074,24.77949074,24.2,24.91666667,25.1875,26,25.61458333,24.66666667,24.20833333,20,20,26.20833333,26.25,26.5,25.75
2018/7/13,24.95833333,25,24.78283565,24.78283565,24.78283565,24.78283565,24.725,24.9375,25.78125,26.10416667,25.66666667,24.66666667,24.03333333,20,20,26.11111111,26.3125,26.5,25.70833333
2018/7/14,24.74305556,25,24.84368056,24.84368056,24.84368056,24.84368056,25.4,26,26.22916667,25.6875,26,24.44444444,23.56666667,20,20,26,26.5,26.5,26.04166667
2018/7/15,24.66666667,25,24.74847222,24.74847222,24.74847222,24.74847222,24.975,25.8125,26.34375,25.25,26,24,23.4,20,20,26,26.77083333,26.77083333,25.75
2018/7/16,24.66666667,25,24.82645833,24.82645833,24.82645833,24.82645833,25.3,25.70833333,26.34375,25.5625,26,24,23.68333333,20,20,26,27,27,26.04166667
2018/7/17,24.83333333,25,24.74396991,24.74396991,24.74396991,24.74396991,25.275,25.23958333,25.77083333,25.64583333,25.58333333,24,24.475,20,20,26.05555556,26.8125,27,26
2018/7/18,24.94444444,25,24.77967593,24.77967593,24.77967593,24.77967593,25,24.33333333,25.10416667,25.83333333,25.73958333,24,24.3,20,20,26.29166667,26.8125,27,25.875
2018/7/19,25.01388889,25,24.78498843,24.78498843,24.78498843,24.78498843,25,24.1875,25.25,26.5,25.73958333,24,23.425,20,20,26.45833333,26.8125,27,25.95833333
2018/7/20,24.79861111,25,24.71993056,24.71993056,24.71993056,24.71993056,25,24.45833333,25.55208333,26.5,25.76041667,24,23.225,20,20,25.97222222,26.70833333,27,25.83333333
2018/7/21,24.66666667,25,24.71085648,24.71085648,24.71085648,24.71085648,24.85,24.70833333,25.96875,26.29166667,25.5,24,23.2,20,20,25.73611111,26.875,27,26
2018/7/22,24.66666667,25,24.73833333,24.73833333,24.73833333,24.73833333,24.90833333,24.53125,25.97916667,26,26.3125,24,23.2,20,20,26,26.79166667,27,25.83333333
2018/7/23,24.70833333,25,24.68920139,24.68920139,24.68920139,24.68920139,24.9,24.48958333,25.61458333,26.22916667,26.41666667,24,23.45,20,20,26.11111111,27,27,26.625
2018/7/24,24.79861111,25,24.69416667,24.69416667,24.69416667,24.69416667,24.50833333,24.72916667,25.45833333,26.5,25.96875,24.20833333,23.36666667,20,20,26.27777778,26.6875,27,26
2018/7/25,24.80555556,25,24.66378472,24.66378472,24.66378472,24.66378472,24.475,25.03125,25.35416667,26.5,25.76041667,24.26388889,23.2,20,20,26.125,26.75,27,25.58333333
2018/7/26,24.66666667,25,24.77913194,24.77913194,24.77913194,24.77913194,24.65,24.875,25.40625,26.5,25.71875,24.33333333,23.45833333,20,20,26.11111111,27,27,26.04166667
2018/7/27,24.47916667,25,24.75497685,24.75497685,24.75497685,24.75497685,24.99166667,24.95833333,25.6875,26.5,25.11458333,24.33333333,23.85,20,20,26.08333333,27,27,25.83333333
2018/7/28,24.66666667,25,24.78273148,24.78273148,24.78273148,24.78273148,25.19166667,24.8125,26.39583333,26.77083333,25.25,24.52777778,23.8,20,20,26.33333333,27,27,26
2018/7/29,24.66666667,25,24.75875,24.75875,24.75875,24.75875,25,25.19791667,27.20833333,25.75,25.19791667,24.66666667,23.8,20,20,26.33333333,27,27,26
2018/7/30,25.02083333,25,24.77784722,24.77784722,24.77784722,24.77784722,25.325,24.63541667,27.05208333,25.70833333,25.625,24.66666667,23.81666667,20,20,26.54166667,27,27,25.875
2018/7/31,25.0625,25,24.67053241,24.67053241,24.67053241,24.67053241,24.9,23.97916667,25.91666667,26.10416667,25.70833333,24.66666667,23.8,20,20,26.47222222,27,27,25.79166667
2018/8/1,24.875,25,24.63193287,24.63193287,24.63193287,24.63193287,24.4,24.11458333,25.35416667,26,25.36458333,24.45833333,23.6,20,20,25.93055556,27,26.97916667,25.75
2018/8/2,24.83333333,25,24.66087963,24.66087963,24.66087963,24.66087963,24.95,24.27083333,25.47916667,25.875,25.625,24.33333333,23.33333333,20,20,25.90277778,26.95833333,26.95833333,26
2018/8/3,24.83333333,25,24.61265046,24.61265046,24.61265046,24.61265046,25.33333333,23.58333333,25.42708333,25.9375,26,24.33333333,23.2,20,20,26.13888889,27,27,26
2018/8/4,24.83333333,25,24.60217593,24.60217593,24.60217593,24.60217593,25.2,23.95833333,25.47916667,26,26,24.33333333,23.85,20,20,25.81944444,27,27,26.04166667
2018/8/5,24.8125,25,24.65020833,24.65020833,24.65020833,24.65020833,25.53333333,24.1875,25.66666667,26,25.92708333,24.33333333,24.4,20,20,25.79166667,27,27,25.91666667
2018/8/6,24.90277778,25,24.63570602,24.63570602,24.63570602,24.63570602,24.8,24.55208333,25.85416667,26,25.84375,24.33333333,23.90833333,20,20,26,27,27,25.125
2018/8/7,25.02777778,25,24.81780093,24.81780093,24.81780093,24.81780093,25.25833333,25.15625,25.98958333,26,25.875,24.33333333,23.59166667,20,20,26.29166667,27,27,25.66666667
2018/8/8,25,25,24.85980324,24.85980324,24.85980324,24.85980324,25.8,25.27083333,26.27083333,26,25.875,24.33333333,23.36666667,20,20,26.01388889,27,27,26.20833333
2018/8/9,24.68055556,25,24.75533565,24.75533565,24.75533565,24.75533565,25,25.09375,26.39583333,26,25.79166667,24.33333333,23.2,20,20,26.01388889,26.77083333,26.66666667,25.66666667
2018/8/10,24.28472222,25,24.68561343,24.68561343,24.68561343,24.68561343,24.675,24.9375,25.90625,25.83333333,25.82291667,24.33333333,23.2,20,20,25.95833333,26.41666667,26.95833333,25.83333333
2018/8/11,24.5,25,24.72902778,24.72902778,24.72902778,24.72902778,25.36666667,25.34375,25.48958333,25.5,26,24.33333333,23.2,20,20,25.66666667,26.5,27,26
2018/8/12,24.5,25,24.73708333,24.73708333,24.73708333,24.73708333,26,25.5,25.5,25.5,24.5,24.33333333,23.2,20,20,25.83333333,26.5,27,26.125
2018/8/13,24.72222222,25,24.61756944,24.61756944,24.61756944,24.61756944,25.08333333,25.5,25.5,25.5,24.84375,24.33333333,23.2,20,20,26.06944444,26.72916667,27,26
2018/8/14,24.83333333,25,24.5824537,24.5824537,24.5824537,24.5824537,24.66666667,25.23958333,25.5,25.5,25.72916667,24.33333333,23.85,20,20,26.04166667,27,26.95833333,25.83333333
2018/8/15,24.75,25,24.58700231,24.58700231,24.58700231,24.58700231,25.19166667,24.59375,25.30208333,25.5,25.90625,24.33333333,23.91666667,20,20,26.19444444,27,26.83333333,25.91666667
2018/8/16,24.88194444,25,24.65539352,24.65539352,24.65539352,24.65539352,25.4,24.64583333,25.32291667,25.5,25.78125,24.33333333,23.4,20,20,26.19444444,27,27,25.875
